code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	main_n	UNCON_Estimate	UNCON_low_95_CI	UNCON_upp_95_CI	UNCON_SIG	fam_n	FAM_Estimate	FAM_low_95_CI	FAM_upp_95_CI	FAM_SIG	COVAR_Estimate	COVAR_low_95_CI	COVAR_upp_95_CI	COVAR_SIG	BT_median_BF	BT_low_95_HDI	BT_upp_95_HDI	BT_HDI_SIG	SPAPHY_median_Estimate	SPAPHY_median_low_95_CI	SPAPHY_median_upp_95_CI	SPAPHY_SIG	supported
0489KA	489 (used to be 491 in the old version)	491	30 languages of Greenberg 1963 sample Source Greenberg 1963: 79, #4	NA	Universal 4. With overwhelmingly greater than chance frequency, languages with normal SOV order are postpositional.	SOV > N-Adp	SOV > N-Adp	narrow word order	word order	word order	GB131:0 & GB132:0 & GB133:1 > GB075:1	BDT Dryer 1992	Greenberg 1963 no. 4	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	OK; but possibly important to consider whether having postpositions (at all) is really the same as a language "being postpositional"; we are including OSV languages in our implementation	OK	1869	3.062277	2.803701	3.32091	SIG	1560	2.7006557	1.28959152	4.0401057	SIG	3.0128122	1.83499724	4.1802719	SIG	115.88258	105.373133	134.057099	SIG	3.248204261	2.088894625	4.429304625	yes	SIG
0493aKA	493 (used to be 495 in the old version)	495	30 languages of Greenberg 1963 sample Source Greenberg 1963: 82, #9	a	Universal 9. With well more than chance frequency, when question particles or affixes are specified in position by reference to the sentence as a whole, if initial, such elements are found in prepositional languages, and, if final, in postpositional.	Q-Sent > Adp-N	Q-Sent > Adp-N	narrow word order	word order	word order	GB262:1 > GB074:1	BDT Dryer 1992	Greenberg 1963 no. 9	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1514	0.6008035	0.2906017	0.8973625	SIG	1253	0.9481878	-0.30064406	2.2246396	NOT SIG	0.97937801	0.08865351	1.9232913	SIG	-8.6003745	-14.503181	1.456506	NOT SIG	1.081680972	0.154491225	2.092720375	yes	NOT SIG
0493bKA	493 (used to be 495 in the old version)	495	30 languages of Greenberg 1963 sample Source Greenberg 1963: 82, #9	b	Universal 9. With well more than chance frequency, when question particles or affixes are specified in position by reference to the sentence as a whole, if initial, such elements are found in prepositional languages, and, if final, in postpositional.	Sent-Q > N-Adp	Sent-Q > N-Adp	narrow word order	word order	word order	GB263:1 > GB075:1	BDT Dryer 1992	Greenberg 1963 no. 9	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1456	0.4310221	0.2245245	0.6388294	SIG	1202	0.58742533	-0.13393671	1.2941231	NOT SIG	0.6586568	0.166474403	1.1890089	SIG	-2.045357	-8.150702	5.319628	NOT SIG	0.644332711	0.139660888	1.2002035	yes	NOT SIG
0504aKA	504 (used to be 506 in the old version)	506	30 languages of Greenberg 1963 sample Source Greenberg 1963: 93, #27	a	Universal 27. If a language is exclusively suffixing, it is postpositional; if it is exclusively prefixing, it is prepositional.	prefixes > Adp-N	prefixes > Adp-N	broad word order	other	word order	sum(GB079:1,GB090:1,GB092:1,GB094:1,GB430:1,GB431:1) => 2 & sum(GB80:1,GB089:1,GB091:1,GB093:1,GB432:1,GB433:1) = 0 > GB074:1	NA	Greenberg 1963 no. 27	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	good, but "being exclusively prefixing" and "being prepositional" may not be exactly the same as having many prefixes and having prepositions	OK	1381	0.7491423	-0.006214772	1.617685	NOT SIG	1169	1.16404909	-0.74614858	3.1392228	NOT SIG	0.52523678	-0.8505982	1.948202	NOT SIG	-8.5044205	-13.600632	-4.726633	NOT SIG	0.646177684	-0.749127838	2.058224625	no	NOT SIG
0504bKA	504 (used to be 506 in the old version)	506	30 languages of Greenberg 1963 sample Source Greenberg 1963: 93, #27	b	Universal 27. If a language is exclusively suffixing, it is postpositional	suffixes > N-Adp	suffixes > N-Adp	broad word order	other	word order	sum(GB80:1,GB089:1,GB091:1,GB093:1,GB432:1,GB433:1) => 2 & sum(GB079:1,GB090:1,GB092:1,GB094:1,GB430:1,GB431:1) = 0 > GB075:1	NA	Greenberg 1963 no. 27	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	good, but "being exclusively suffixing" and "being postpositional" may not be exactly the same as having many suffixes and having postpositions	OK	1348	1.352508	1.03947	1.675588	SIG	1137	-0.022816603	-1.65695629	1.4156112	NOT SIG	-0.03941283	-1.07988295	0.895175	NOT SIG	-4.69313	-13.032293	6.735545	NOT SIG	0.039805095	-1.047436125	1.01832525	no	NOT SIG
0506KA	506 (used to be 508 in the old version)	508	30 languages of Greenberg 1963 sample Source Greenberg 1963: 93, #29	NA	If a language has inflection, it always has derivation.	inflection > word formation	inflection > word formation	other	inflection	other	sum(GB042, GB043, GB044, GB051, GB052, GB053, GB054, GB070, GB072, GB082, GB083, GB084, GB086, GB089, GB090, GB091, GB092, GB093, GB094, GB103, GB104, GB107, GB108, GB113, GB114, GB115, GB119, GB120, GB121, GB147, GB148, GB149, GB155, GB165, GB166, GB192, GB286, GB298, GB312, GB321, GB322, GB323, GB430, GB431, GB432, GB433) >=1 > sum(GB047, GB048, GB049) >=1	NA	Greenberg 1963: 93, #29	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	not great, we capture a lot more inflection than derivation	less than OK	329	1.654316	0.3469601	2.921812	SIG	233	2.2692423	-0.35400594	4.9977373	NOT SIG	1.8584058	-0.38609443	4.2680933	NOT SIG	1.736802	0.524959	2.480386	NOT SIG	1.800801304	-0.490332087	4.046342875	no	NOT SIG
0507KA	507 (used to be 509 in the old version)	509	30 languages of Greenberg 1963 sample Source Greenberg 1963: 93, #30	NA	If the verb has categories of person-number or if it has categories of gender, it always has tense-mood categories.	(person)-number (verb) > tense-mood (verb)	(person)-number > tense-mood	other	other	other	(GB089|GB90|GB91|GB92|GB93|GB94) > 0 > (GB082|GB083|GB084|GB110|GB312) > 0	NA	Greenberg 1963: 93, #30	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	OK, Grambank doesn"t capture gender marking on verbs	OK	1296	1.943196	1.595007	2.323644	SIG	1075	2.0532553	0.03601459	4.30412608	SIG	1.04134511	-0.86026102	2.6356131	NOT SIG	17.291309	11.671526	31.816958	SIG	1.152452079	-0.72433405	2.7083695	no	NOT SIG
0511aKA	511 (used to be 513 in the old version)	513	30 languages of Greenberg 1963 sample Source Greenberg 1963: 94, #34	a	Universal 34. No language has a trial number unless it has a dual. No language has a dual unless it has a plural.	Trial > Dual	Trial > Dual	hierarchy	number	number	GB319|GB165:1 > GB043|GB317:1	NA	Greenberg 1963 no. 34	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1787	3.684225	2.443389	5.278926	SIG	1524	1.859685764	-1.96813612	5.0648231	NOT SIG	2.0671639	-1.92712395	5.2826141	NOT SIG	16.6582735	14.493349	19.652087	SIG	2.062909521	-1.959133875	5.20701725	no	NOT SIG
0511bKA	511 (used to be 513 in the old version)	513	30 languages of Greenberg 1963 sample Source Greenberg 1963: 94, #34	b	Universal 34. No language has a trial number unless it has a dual. No language has a dual unless it has a plural.	Dual > Plural	Dual > Plural	hierarchy	number	number	GB043|GB317:1 > GB044|GB318:1	NA	Greenberg 1963 no. 34	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1752	1.96848	1.433876	2.600539	SIG	1485	2.9798781	1.03908976	4.7563735	SIG	3.9231	2.66295155	5.3296766	SIG	41.9427245	31.463544	50.195177	SIG	3.941760996	2.678304375	5.2939495	yes	SIG
0513KA	513 (used to be 515 in the old version)	515	30 languages of Greenberg 1963 sample Source Greenberg 1963: 95, #36	NA	Universal 36. If a language has the category of gender, it always has the category of number.	gender > number	gender > number	hierarchy	gender	number	sum(GB030:1,GB051:1,GB052:1,GB053:1,GB054:1,GB192:1,GB321:1, GB198:1) > 0, > sum(GB041:1,GB042:1,GB043:1,GB044:1,GB165:1,GB166:1,GB316:1,GB317:1,GB318:1,GB319:1,GB320:1) > 0	NA	Greenberg 1963 no. 36	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	OK, we cannot tell if the implementation captures what Greenberg thought of as "having gender" or "number"	OK	2225	1.108235	0.9060739	1.307223	SIG	1894	0.8664601	0.272293967	1.4890559	SIG	1.005690477	0.43014717	1.6549772	SIG	36.5290075	20.99188	65.133858	SIG	1.039610226	0.449059575	1.695350875	yes	SIG
0516KA	516 (used to be 518 in the old version)	518	30 languages of Greenberg 1963 sample Source Greenberg 1963: 96, #43	NA	Universal 43. If a language has gender categories in the noun, it has gender categories in the pronoun.	Gender Nouns > Gender ProN	gender noun > gender pron	hierarchy	gender	gender	sum(GB051:1,GB052:1,GB053:1,GB054:1,GB192:1,GB321:1) > 0, sum(GB030:1,GB196:1,GB197:1) > 0	NA	Greenberg 1963 no. 43	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	Berg (2020) has shown this is a well-supported universal in a sample of 500 languages (Berg, Thomas. 2020. ÔNominal and Pronominal Gender: Putting GreenbergÕs Universal 43 to the TestÕ. STUF - Language Typology and Universals 73 (4): 525_74.)	OK, Grambank doesn"t capture how gender is marked on the noun	OK	2225	2.503419	2.272985	2.732256	SIG	1894	2.66470844	1.57528332	3.8203684	SIG	2.7634002	1.41757541	4.0889391	SIG	138.472888	127.483322	149.551352	SIG	2.822281339	1.58333275	4.030977625	yes	SIG
0517KA	517 (used to be 519 in the old version)	519	30 languages of Greenberg 1963 sample Source Greenberg 1963: 96, #44	NA	If a language has gender distinctions in the 1st person, it always has gender distinctions in the 2nd or 3rd person, or in both.	gender (1) > gender (2 &| 3)	gender (1) > gender (2 &| 3)	hierarchy	gender	gender	GB197:1 > (GB030:1 | GB196:1)	NA	Greenberg 1963: 96, #44	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1946	2.667344	1.775283	3.684822	SIG	1650	2.37597397	0.40369377	4.5905358	SIG	2.94352921	1.57795454	4.5985874	SIG	16.1022735	12.899011	18.816232	SIG	3.01420358	1.655177	4.768541375	yes	SIG
0521KA	521 (used to be 523 in the old version)	523	languages surveyed by Moravcsik 1997 Source Moravcsik 1997: 317	NA	In more than one language, and possibly in all, if the adnominal adjective agrees with the noun, so does the adnominal demonstrative.	Adj agree noun > Dem agree noun	Adj agr noun > Dem agr noun	hierarchy	agreement	agreement	GB170:1 | GB184:1 > GB171:1 | GB185:1	NA	Moravcsik 1997: 317	Moravcsik 1997	15	50	Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1626	2.293028	2.059591	2.535539	SIG	1380	1.8620025	1.117123607	2.5898643	SIG	1.9258642	1.443521174	2.4508452	SIG	108.358354	100.291745	118.987085	SIG	1.899022262	1.404146375	2.415935375	yes	SIG
0564KA	564 (used to be 566 in the old version)	566	unspecified Source Cuny 1906: 2, Gray 1939: 181, Jensen 1952: 9	NA	If the Dual extends to nouns, it also extends to pronouns.	Du (noun) > Du (pronoun)	Du (noun) > Du (pronoun)	hierarchy	number	number	(GB043:1|GB317:1) > GB031:1	NA	Cuny 1906: 2, Gray 1939: 181, Jensen 1952: 9	Cuny 1906	71	60	pretty decent across the world, but IE is widely sampled	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1776	2.717877	2.361082	3.07967	SIG	1505	3.4441909	2.26866898	4.8111689	SIG	3.31075249	2.4880141	4.1728597	SIG	106.673016	99.138307	115.018008	SIG	3.309909363	2.48807	4.220154625	yes	SIG
0569KA	569 (used to be 572 in the old version)	572	Indo-European languages Source Renzi 1992: 161-176	NA	No (Indo-European) language does without both morphological case marking and articles.	no case (noun) > article	no case (noun) > article	other	case	other	GB070:0 & GB072:0 > GB020|GB021|GB022|GB023:1	NA	Renzi 1992: 161-176	Renzi 1992	27	26	Almost entirely IE	exclusively samples one family or area	exclusively samples one family or area	This was never intended as a universal, I think. The universal is stated on p. 162.	OK, we could have implemented the reverse (-art > +case) but it doesn"t seem worth it for this universal	OK	1992	0.4860545	0.3135797	0.66419825	SIG	1691	0.4067768	-0.52448457	1.37898005	NOT SIG	-0.1984135	-0.83851691	0.4250509	NOT SIG	10.5889715	0.74021	29.03411	NOT SIG	-0.185753999	-0.830178425	0.448218425	no	NOT SIG
0572KA	572 (used to be 575 in the old version)	575	English, Russian (both Indo-European), Hebrew (Semitic, Afro-Asiatic), Georgian (S. Caucasian), Japanese (Japanese-Ryukyuan) Source Gil 1987: 254-269	NA	If a language has obligatory marking of (in)definiteness, then it has obligatory marking of nominal plurality (but not vice versa).	obli (in)Def marking > obli PL marking (noun)	obli (in)Def mark > obli PL mark	other	other	other	GB020|GB021:1 >  GB041|GB044|GB318:1	NA	Gil 1987: 254-269	Gil 1987	136	5	2 Indo-European languages, otherwise different language families	NA	NA	NA	OK, we cannot capture obligatoriness of the marking	OK	2225	0.358966	0.1656534	0.5458358	SIG	1894	0.15761277	-0.46425569	0.6716826	NOT SIG	0.35584403	-0.077342668	0.7502702	NOT SIG	3.4971165	-19.669555	54.258889	NOT SIG	0.334822548	-0.084110603	0.715500225	no	NOT SIG
0573KA	573 (used to be 576 in the old version)	576	English, Russian (both Indo-European), Hebrew (Semitic, Afro-Asiatic), Georgian (S. Caucasian), Japanese (Japanese-Ryukyuan) Source Gil 1987: 254-269	NA	If a language has obligatory marking of (in)definiteness, then it has no obligatory marking of numeral classification (but not vice versa).	obli (in)Def marking > no obli numeral classifier	obli (in)Def mark > no obli NumCl	other	other	other	GB020|GB021:1 > GB057:0	NA	Gil 1987: 254-269	Gil 1987	136	5	2 Indo-European languages, otherwise different language families	NA	NA	NA	OK, we cannot capture obligatoriness of the marking	OK	1744	-0.3911802	-0.6195669	-0.1698768	SIG	1475	-0.37097015	-1.17509598	0.48653574	NOT SIG	-0.2803265	-0.869312343	0.3234029	NOT SIG	-7.465075	-12.730152	1.641972	NOT SIG	-0.237893599	-0.82234935	0.336795988	no	NOT SIG
0577KA	577 (used to be 580 in the old version)	580	unspecified Source Moravcsik 1993, Sugomoto 1989	NA	If any inflectional category is expressed through suppletion in nouns, it is also expressed suppletively in pronouns or verbs.	suppl noun > suppl pron|verb	suppl infl noun > suppl infl Pron|verb	hierarchy	other	other	GB041:1 > GB109:1	NA	Moravcsik 1993, Sugomoto 1989	unknown source2	16	NA	NA	NA	NA	NA	OK, we can only test a limited version of the universal, as we don"t track suppletion in non-possessive pronouns	OK	1421	1.601559	1.170096	2.014796	SIG	1172	1.7367748	0.36391409	3.2015137	SIG	1.55840683	0.37838375	2.5904212	SIG	14.473684	9.435996	22.91136	NOT SIG	1.54108348	0.430935238	2.476531875	yes	NOT SIG
0582KA	582 (used to be 585 in the old version)	585	Moravcsik 1993, data from Hurford & Kirby 1995	NA	If there is any inflection in nouns, there are also some inflections in pronouns.	inflection (noun) > inflection (pronoun)	infl (noun) > infl (pronoun)	hierarchy	inflection	inflection	(GB042:1|GB043:1|GB044:1|GB165:1|GB166:1|GB430:1|GB431:1|GB432:1|GB433:1) > (GB030:1|GB071:1|GB073:1|GB196:1|GB197:1)	NA	Moravcsik 1993, data from Hurford & Kirby 1995	unknown source1	16	NA	NA	NA	NA	NA	OK, Grambank probably doesn"t cover all possible types of inflection on nouns and pronouns	OK	2225	0.8057776	0.6001761	1.017298	SIG	1894	1.01925185	-0.2893762	2.4583856	NOT SIG	0.8440901	-0.29361733	1.9306515	NOT SIG	14.9631965	7.405026	22.580307	NOT SIG	0.817298063	-0.324744163	1.87099525	no	NOT SIG
0612KA	612 (used to be 615 in the old version)	615	languages surveyed in Haiman & Munro 1983 Source Haiman & Munro 1983: xv	NA	If there is Switch-Reference marking, languages will mostly be verb-final.	switch-reference marking > V-final	switch-reference > V-final	broad word order	other	word order	GB151:1 > GB131:0 & GB132:0 & GB133:1	NA	Haiman & Munro 1983: xv	Haiman & Munro 1983	309	75	no	no bias	no bias	NA	perfect	perfect	1578	1.922662	1.625599	2.232044	SIG	1318	1.3080919	0.23406029	2.3713226	SIG	1.9331835	0.97733588	2.925242	SIG	26.346034	13.929657	36.524968	SIG	2.027923996	1.114434625	2.998356125	yes	SIG
0668KA	668 (used to be 671 in the old version)	671	79 languages surveyed in Ultan 1978c Source Ultan 1978c: 232	a	Most question particles occur in sentence-initial (or enclitic to the initial constituent) or in sentence-final position. Question particles almost always occur finally in SOV languages and show a greater tendency to occur initially in other types.	SOV > Sent-Q	SOV > Sent-Q	narrow word order	word order	word order	GB131:0 & GB132:0 & GB133:1 > GB263:1	BDT Dryer 1992	Ultan 1978c: 232	Ultan 1978c	1	75	bias towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1540	0.2744721	0.06611195	0.4853425	SIG	1287	0.54758729	-0.87131403	1.9473556	NOT SIG	0.78710448	-0.32701648	1.9988595	NOT SIG	-6.3801685	-12.82234	7.800875	NOT SIG	0.695354365	-0.376877087	1.834510875	no	NOT SIG
0798KA	798 (used to be 801 in the old version)	798	317 language sample from Nartey 1979 Source Nartey 1979: 37, cited also in Lass 1984: 155	NA	The Tensedness Universals of Adjective Encoding: A. If a language is tensed, it will have nouny adjectives.	tensed > N-like Pred Adj	tensed > N-like Pred Adj	other	other	other	GB082:1|GB083:1|GB084:1 > GB068:1	NA	Stassen 1997: 9.2;ÊWetzer 1996: 285	Stassen 1997	1099	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, using future/present/past tense to approximate Stassen"s relative/absolute tense is an approximation	OK	1779	-1.0796266	-1.2714291	-0.8823338	SIG	1495	-0.49649459	-1.224180438	0.3996709	NOT SIG	-0.37733	-1.0449377	0.5778438	NOT SIG	20.4210405	11.017922	33.16848	SIG	-0.408019394	-1.106955375	0.523336588	no	NOT SIG
0822KA	822 (used to be 825 in the old version)	825	languages mentioned in Downing 1978, Keenan 1985b Source Keenan 1985b: 164; Downing 1978: 400; unpublished statements of KeenanÕs about verb-initial languages reproduced in D.Payne 1990: 14	NA	Correlatives are limited to verb-final languages, and in fact, are largely limited to "loose" verb-final ones, namely which permit some NPs, especially "heavy" ones to occur to the right of the verb without any special effect of foregrounding or backgrounding.	correlative Rel > V-final;	correlative Rel > V-final;	broad word order	other	word order	GB330:1 > GB131:0 & GB132:0 & GB133:1	NA	Keenan 1985b: 164; Downing 1978: 400; unpublished statements of KeenanÕs about verb-initial languages reproduced in D.Payne 1990: 14	Keenan 1985b	306	NA	NA	NA	NA	NA	OK, we cannot capture "loose" verb-final languages, only verb-final languages	OK	1236	0.8901059	0.5453938	1.24639	SIG	1025	0.78211055	-0.510253924	1.9540116	NOT SIG	1.01111835	0.349147663	1.732286	SIG	5.07126	0.618738	8.641508	NOT SIG	0.95834422	0.297076188	1.6504765	yes	NOT SIG
0837KA	837 (used to be 840 in the old version)	840	50 languages of Bybee 1985b sample; see Bybee 1985b: 215-6 Source Bybee 1985b: 46-47	NA	VSO languages tend to have Person-Number inflection. Standardized: IF basic order is VSO, THEN there is very likely to be verbal person-number inflection or both person-number and tense-aspect-mood inflection, but not verbal tense-aspect-mood without person-number inflection.	VSO > person & number inflection	VSO > person & number infl	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > (GB091:1 | GB092:1 | GB093:1 | GB094:1) | ((GB091:1 | GB092:1 | GB093:1 | GB094:1) & (GB082:1 | GB083: 1| GB084:1 | GB086:1 | GB312:1))	NA	Bybee 1985b: 46-47	Bybee 1985b	147	50	quite diverse sample	no bias	no bias	NA	OK, we cannot capture the difference between VSO and VOS even though it matters for this universal; since we conflate verb-initial with VSO elsewhere, we keep this universal in	OK	1411	-0.03183847	-0.3555194	0.2881926	NOT SIG	1189	-0.07265482	-1.98877686	1.911589	NOT SIG	0.21706551	-1.05812998	1.7104602	NOT SIG	-13.6991685	-19.087324	6.468183	NOT SIG	0.280646028	-0.983925025	1.664080375	no	NOT SIG
0889aKA	889 (used to be 892 in the old version)	892	languages in Lehmann 1973, Lehmann 1974, Lehmann 1978 a-d Source W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998	a	OV languages tend to have suffixes and VO languages prefixes.	OV > suffixes	OV > suffixes	broad word order	word order	other	GB131:0 & (GB132:1 | GB133:1) > GB080|GB089|GB091|GB093|GB432|GB433:1	NA	W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998	W.P.Lehmann 1978b	849	90	reasonably diverse	no bias	no bias	NA	OK; GB131:0&GB132:1 could lead to the inclusion of VO languages; our suffixation features do not exhaustively capture all suffixation	OK	2085	-0.6086163	-1.002942	-0.2312892	SIG	1752	0.26644682	-1.57935309	2.1467701	NOT SIG	0.06309788	-1.5665927	1.6220942	NOT SIG	-4.651509	-10.609872	5.51048	NOT SIG	-0.021650157	-1.49402775	1.485113125	no	NOT SIG
0889bKA	889 (used to be 892 in the old version)	892	languages in Lehmann 1973, Lehmann 1974, Lehmann 1978 a-d Source W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998	b	OV languages tend to have suffixes and VO languages prefixes.	VO > prefixes	VO > prefixes	broad word order	word order	other	(GB131:1 | GB132:1) & GB133:0 > GB079|GB090|GB092|GB094|GB430|GB431:1	NA	W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998	W.P.Lehmann 1978b	849	90	reasonably diverse	no bias	no bias	NA	OK, GB133:0&GB132:1 could theoretically (though less likely) lead to the inclusion of some OV languages; our prefixation features do not exhaustively capture all prefixation	OK	2085	0.8613342	0.668584	1.0621878	SIG	1752	1.01596172	-0.24037313	2.250687	NOT SIG	0.8609425	-0.24597184	2.0580422	NOT SIG	-6.3061405	-14.9634	6.730338	NOT SIG	0.887791145	-0.244109912	2.101101	no	NOT SIG
0917aKA	917 (used to be 920 in the old version)	920	316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98	n	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	VO > Qpart-S	VO > Qpart-S	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0 > GB262:1	BDT Dryer 1992	Dryer 1988a: 191, Dryer 1988b: 98	Dryer 1988a	469	316	quite diverse -- note that it is a sample of all languages in a 400-lang sample for which basic word order can be determined (i.e. it is itself a convenience sample rather than a carefully constructed sample)	no bias	no bias	NA	OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages	OK	1550	0.56105313	0.25943953	0.8665327	SIG	1289	-0.316730107	-1.97662346	1.1700486	NOT SIG	0.258178	-1.05366224	1.6057238	NOT SIG	-6.1558035	-16.972069	4.392127	NOT SIG	0.559786382	-0.787383163	1.913805	no	NOT SIG
0917bKA	917 (used to be 920 in the old version)	920	316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98	u	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	OV > Gen-N	OV > Gen-N	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1)  > GB065:1	BDT Dryer 1992	Dryer 1988a: 191, Dryer 1988b: 98	Dryer 1988a	469	316	quite diverse	no bias	no bias	NA	OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages	OK	1989	1.6072716	1.3331159	1.890962	SIG	1675	3.29498941	1.55327192	5.4407101	SIG	2.60373964	1.30172802	4.1668907	SIG	6.682006	-1.01828	26.045886	NOT SIG	2.632390296	1.42032075	4.102433	yes	NOT SIG
0917cKA	917 (used to be 920 in the old version)	920	316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98	w	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	OV > Rel-N	OV > Rel-N	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1) > GB328:1	BDT Dryer 1992	Dryer 1988a: 191, Dryer 1988b: 98	Dryer 1988a	469	316	quite diverse	no bias	no bias	NA	OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages	OK	1407	0.9003388	0.5762158	1.244859	SIG	1201	0.73339901	-0.9206731	2.4375598	NOT SIG	0.1736323	-1.29642692	1.6237031	NOT SIG	-0.154638	-11.514951	14.991562	NOT SIG	0.321255461	-1.06834275	1.73088325	no	NOT SIG
0964aKA	964 (used to be 968 in the old version)	968	sample of 125 languages in Dryer 1989a; sample of 543 languages in Dryer 1992 Source Dryer 1986: 100; Dryer 1989a: 88; Dryer 1992: 103-104	a	VO languages exhibit a statistically greater tendency to place articles before the noun than OV languages do. To the opposite, the tendency to place the noun before the articles is higher among OV languages than it is among VO languages.	VO > Art-N	VO > Art-N	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0 > GB022:1	BDT Dryer 1992	Dryer 1989a: 90, cited in Plank & Moravcsik 1996: 198	Dryer 1989a	20	125	quite diverse and global, but unclear exactly how representative it is (convenience sample of languages in a larger >500 sample with info coded for articles)	no bias	no bias	NA	OK, the implementation could allow for some OV languages, although this is unlikely	OK	1910	1.104096334	0.87639801	1.3342949	SIG	1610	0.49143776	-1.2852797	1.963884	NOT SIG	0.59218152	-0.69029807	1.9510315	NOT SIG	-0.7022405	-7.154288	20.784537	NOT SIG	0.62655117	-0.70978685	1.99267975	no	NOT SIG
0964bKA	964 (used to be 968 in the old version)	968	sample of 125 languages in Dryer 1989a; sample of 543 languages in Dryer 1992 Source Dryer 1986: 100; Dryer 1989a: 88; Dryer 1992: 103-104	b	VO languages exhibit a statistically greater tendency to place articles before the noun than OV languages do. To the opposite, the tendency to place the noun before the articles is higher among OV languages than it is among VO languages.	OV > N-Art	OV > N-Art	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1) > GB023:1	BDT Dryer 1992	Dryer 1989a: 90, cited in Plank & Moravcsik 1996: 198	Dryer 1989a	20	125	quite diverse and global, but unclear exactly how representative it is (convenience sample of languages with info coded for articles)	no bias	no bias	NA	OK; GB131:0&GB132:1 could lead to the inclusion of VO languages	OK	1903	0.835478	0.5291606	1.153753	SIG	1602	0.79817325	-0.76113468	2.3013528	NOT SIG	0.80103919	-0.57555638	2.026771	NOT SIG	-5.9363735	-11.057353	8.904412	NOT SIG	0.922995021	-0.361098813	2.05605275	no	NOT SIG
