"term"	"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"filename"	"universal_code"	"crosszero"	"brms_support"	"Domain_general"	"Universal.shorter"
"fixed_intercept"	-1.477713	0.09651326	-1.672184	-1.291778	1.001786	2701.508	"results/1611KA/brms.single/summary_clean_uncontrolled.txt"	"1611KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"P agr verb ⇒ A agr verb"
"fixed_V3"	2.224307	0.11335989	2.001312	2.444761	1.000446	3035.453	"results/1611KA/brms.single/summary_clean_uncontrolled.txt"	"1611KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"P agr verb ⇒ A agr verb"
"fixed_intercept"	-4.6365170000000004	0.270244	-5.196888	-4.146446	1.001665	2261.54	"results/1612aKA/brms.single/summary_clean_uncontrolled.txt"	"1612aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Art ⇒ N-Art agr"
"fixed_V3"	1.006413	0.4503261	0.1246572	1.864069	1.00111	2327.634	"results/1612aKA/brms.single/summary_clean_uncontrolled.txt"	"1612aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Art ⇒ N-Art agr"
"fixed_intercept"	-1.3194857	0.07905572	-1.477187	-1.1672824	1.001229	3623.276	"results/1612bKA/brms.single/summary_clean_uncontrolled.txt"	"1612bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Adj ⇒ N-Adj agr"
"fixed_V3"	-0.3667752	0.13480192	-0.6289715	-0.1094754	1.00127	3294.912	"results/1612bKA/brms.single/summary_clean_uncontrolled.txt"	"1612bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Adj ⇒ N-Adj agr"
"fixed_intercept"	-1.18523	0.06411852	-1.3119	-1.059905	1.002091	3697.69	"results/1612cKA/brms.single/summary_clean_uncontrolled.txt"	"1612cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Num ⇒ N-Num agr"
"fixed_V3"	-1.531579	0.23499134	-2.014833	-1.086059	1.001695	2369.69	"results/1612cKA/brms.single/summary_clean_uncontrolled.txt"	"1612cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Num ⇒ N-Num agr"
"fixed_intercept"	-1.892125	0.09904747	-2.0887736	-1.697345	1.000821	3209.955	"results/1612dKA/brms.single/summary_clean_uncontrolled.txt"	"1612dKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Dem ⇒ N-Dem agr"
"fixed_V3"	-0.6343886	0.16779047	-0.9843874	-0.326464	1.000518	2729.31	"results/1612dKA/brms.single/summary_clean_uncontrolled.txt"	"1612dKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SOV & N-Dem ⇒ N-Dem agr"
"fixed_intercept"	4.8493026	0.5932955	3.813435	6.154486	1.00031	3295.302	"results/1621KA/brms.single/summary_clean_uncontrolled.txt"	"1621KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"Adj ⇒ no sortal Cl"
"fixed_V3"	0.6456712	0.7625594	-0.924178	2.133973	1.000587	2553.891	"results/1621KA/brms.single/summary_clean_uncontrolled.txt"	"1621KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"other"	"Adj ⇒ no sortal Cl"
"fixed_intercept"	-0.2688429	0.06513265	-0.3950004	-0.1388433	1.000397	3100.937	"results/1653KA/brms.single/summary_clean_uncontrolled.txt"	"1653KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"non-tensed ⇒ no cop nom Pred"
"fixed_V3"	0.5340893	0.09794173	0.339023	0.7284165	1.001528	2832.297	"results/1653KA/brms.single/summary_clean_uncontrolled.txt"	"1653KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"non-tensed ⇒ no cop nom Pred"
"fixed_intercept"	-2.597627	0.1544077	-2.902125	-2.299529	1.001782	2022.316	"results/1667aKA/brms.single/summary_clean_uncontrolled.txt"	"1667aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"S-Comp ⇒ SOV"
"fixed_V3"	1.363205	0.2032877	0.963153	1.76292	1.001098	2166.561	"results/1667aKA/brms.single/summary_clean_uncontrolled.txt"	"1667aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"S-Comp ⇒ SOV"
"fixed_intercept"	-0.4699137	0.06998277	-0.6063651	-0.3302481	1.001006	3436.115	"results/1667bKA/brms.single/summary_clean_uncontrolled.txt"	"1667bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Comp-S ⇒ VSO"
"fixed_V3"	0.6675941	0.17957485	0.3161711	1.0209304	1.000515	3234.514	"results/1667bKA/brms.single/summary_clean_uncontrolled.txt"	"1667bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Comp-S ⇒ VSO"
"fixed_intercept"	-2.379217	0.180608	-2.738186	-2.045006	1.00141	2250.67	"results/1741KA/brms.single/summary_clean_uncontrolled.txt"	"1741KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"Gen pref ⇒ verbal prefs"
"fixed_V3"	1.66355	0.1909883	1.304386	2.049326	1.00102	2541.975	"results/1741KA/brms.single/summary_clean_uncontrolled.txt"	"1741KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"Gen pref ⇒ verbal prefs"
"fixed_intercept"	-1.235611	0.08560565	-1.403884	-1.069699	1.001039	3447.454	"results/1827KA/brms.single/summary_clean_uncontrolled.txt"	"1827KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Rel-N | Adj-N ⇒ Gen-N"
"fixed_V3"	1.826746	0.12044512	1.600798	2.066204	1.000081	3497.248	"results/1827KA/brms.single/summary_clean_uncontrolled.txt"	"1827KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Rel-N | Adj-N ⇒ Gen-N"
"fixed_intercept"	-1.814024	0.1017807	-2.024593	-1.618806	1.000262	2616.614	"results/1994aKA/brms.single/summary_clean_uncontrolled.txt"	"1994aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-affix Gen-N ⇒ N-Adp"
"fixed_V3"	1.304025	0.1281009	1.055585	1.5596	1.000768	2780.289	"results/1994aKA/brms.single/summary_clean_uncontrolled.txt"	"1994aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-affix Gen-N ⇒ N-Adp"
"fixed_intercept"	-0.9781725	0.06556613	-1.1042017	-0.8503213	1.001291	3291.086	"results/1994bKA/brms.single/summary_clean_uncontrolled.txt"	"1994bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-affixed Gen-N ⇒ OV"
"fixed_V3"	-0.5744395	0.1547426	-0.8739087	-0.2693134	1.001502	3061.288	"results/1994bKA/brms.single/summary_clean_uncontrolled.txt"	"1994bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-affixed Gen-N ⇒ OV"
"fixed_intercept"	-1.3442436	0.07839818	-1.501829	-1.1941226	1.001485	2753.61	"results/1994cKA/brms.single/summary_clean_uncontrolled.txt"	"1994cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-aff Gen-N ⇒ verb pref pers num"
"fixed_V3"	0.4922837	0.11677333	0.2654945	0.7274718	1.001784	2922.429	"results/1994cKA/brms.single/summary_clean_uncontrolled.txt"	"1994cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-aff Gen-N ⇒ verb pref pers num"
"fixed_intercept"	-1.8861297	0.1710024	-2.2295447	-1.570065	1.002313	2876.8	"results/1994dKA/brms.single/summary_clean_uncontrolled.txt"	"1994dKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-aff Gen-N ⇒ Adj-N"
"fixed_V3"	0.9143096	0.1799556	0.5792068	1.285998	1.002427	3158.952	"results/1994dKA/brms.single/summary_clean_uncontrolled.txt"	"1994dKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"non-aff Gen-N ⇒ Adj-N"
"fixed_intercept"	-1.9362296	0.1181458	-2.1692322	-1.7110105	1.002495	2438.765	"results/2012KA/brms.single/summary_clean_uncontrolled.txt"	"2012KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"switch-reference ⇒ accusitive"
"fixed_V3"	0.5099687	0.1599109	0.2077153	0.8271229	1.001461	3114.409	"results/2012KA/brms.single/summary_clean_uncontrolled.txt"	"2012KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"switch-reference ⇒ accusitive"
"fixed_intercept"	-1.9239516	0.08771864	-2.0987935136	-1.7537489	1.000058		"results/1560KA/brms.single/summary_clean_uncontrolled.txt"	"1560KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-ini ⇒ no verb agr | agr 2 NPs"
"fixed_V3"	0.2961053	0.15064742	2.223407e-4	0.5893927	1.0018		"results/1560KA/brms.single/summary_clean_uncontrolled.txt"	"1560KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-ini ⇒ no verb agr | agr 2 NPs"
